model,metric,step,mean,p10,p90,count
FLUX.1-dev,cosine_mean,1,0.9396838874959234,0.8765161037445068,0.9804380536079407,201
FLUX.1-dev,cosine_mean,2,0.9704588577521974,0.9428544640541077,0.992823600769043,201
FLUX.1-dev,cosine_mean,3,0.9730307293768546,0.9478720426559448,0.9925218820571899,201
FLUX.1-dev,cosine_mean,4,0.9834367662519958,0.9643504619598389,0.9959128499031067,201
FLUX.1-dev,cosine_mean,5,0.990869632704341,0.9837212562561035,0.997703492641449,201
FLUX.1-dev,cosine_mean,6,0.9922345197615932,0.9847723245620728,0.9982978701591492,201
FLUX.1-dev,cosine_mean,7,0.9946159145132226,0.9888308644294739,0.9988828301429749,201
FLUX.1-dev,cosine_mean,8,0.9962644654126903,0.9917447566986084,0.9991308450698853,201
FLUX.1-dev,cosine_mean,9,0.9971067694882255,0.9939897060394287,0.9993217587471008,201
FLUX.1-dev,cosine_mean,10,0.9975354638858814,0.9948112964630127,0.9994813799858093,201
FLUX.1-dev,cosine_mean,11,0.9979404163597828,0.9955565929412842,0.9995902180671692,201
FLUX.1-dev,cosine_mean,12,0.997891700979489,0.9963130354881287,0.9991206526756287,201
FLUX.1-dev,cosine_mean,13,0.9987311467009398,0.9974141716957092,0.9997368454933167,201
FLUX.1-dev,cosine_mean,14,0.998900251602059,0.9977198839187622,0.9997530579566956,201
FLUX.1-dev,cosine_mean,15,0.9990124272469857,0.9980500936508179,0.9997314810752869,201
FLUX.1-dev,cosine_mean,16,0.9991606334548685,0.9983392357826233,0.999760627746582,201
FLUX.1-dev,cosine_mean,17,0.9991936553176956,0.9984678030014038,0.9997417330741882,201
FLUX.1-dev,cosine_mean,18,0.984151661099486,0.9776855707168579,0.9903532266616821,201
FLUX.1-dev,cosine_mean,19,0.999184271885981,0.9983665347099304,0.999812662601471,201
FLUX.1-dev,cosine_mean,20,0.999224352895917,0.9984740614891052,0.9998525977134705,201
FLUX.1-dev,cosine_mean,21,0.9992930100331852,0.9987280368804932,0.999850332736969,201
FLUX.1-dev,cosine_mean,22,0.999297050101247,0.9986039400100708,0.9998357892036438,201
FLUX.1-dev,cosine_mean,23,0.9993964831034342,0.9988396167755127,0.9998294711112976,201
FLUX.1-dev,cosine_mean,24,0.9993707623647813,0.9987565875053406,0.9998496770858765,201
FLUX.1-dev,cosine_mean,25,0.9994425302121177,0.9989423751831055,0.9998513460159302,201
FLUX.1-dev,cosine_mean,26,0.9993610008439021,0.9987903237342834,0.999825656414032,201
FLUX.1-dev,cosine_mean,27,0.9994462203623643,0.9989011883735657,0.9998795390129089,201
FLUX.1-dev,cosine_mean,28,0.9994277547841048,0.9989510178565979,0.9998570084571838,201
FLUX.1-dev,cosine_mean,29,0.9994369751185327,0.9989373087882996,0.9998689293861389,201
FLUX.1-dev,cosine_mean,30,0.9993666822637491,0.9987245202064514,0.9998382329940796,201
FLUX.1-dev,cosine_mean,31,0.9994397777229992,0.9989570379257202,0.9998346567153931,201
FLUX.1-dev,cosine_mean,32,0.999310266319199,0.9987185001373291,0.9997880458831787,201
FLUX.1-dev,cosine_mean,33,0.9993485268668749,0.99882572889328,0.9998093843460083,201
FLUX.1-dev,cosine_mean,34,0.9993873804955933,0.9989118576049805,0.9998331665992737,201
FLUX.1-dev,cosine_mean,35,0.999393825210742,0.9989137053489685,0.9998234510421753,201
FLUX.1-dev,cosine_mean,36,0.9993548271667898,0.9988558292388916,0.999788224697113,201
FLUX.1-dev,cosine_mean,37,0.9992625654040285,0.9986841678619385,0.9997259974479675,201
FLUX.1-dev,cosine_mean,38,0.9993249539712176,0.9988216757774353,0.9997424483299255,201
FLUX.1-dev,cosine_mean,39,0.9991737699034202,0.998575747013092,0.9996597170829773,201
FLUX.1-dev,cosine_mean,40,0.9989911673673942,0.998320460319519,0.9995549917221069,201
FLUX.1-dev,cosine_mean,41,0.998821289385136,0.9981884956359863,0.9994240403175354,201
FLUX.1-dev,cosine_mean,42,0.9986675787920976,0.99797523021698,0.9993111491203308,201
FLUX.1-dev,cosine_mean,43,0.9983119656197468,0.9975261688232422,0.9990612864494324,201
FLUX.1-dev,cosine_mean,44,0.997785691301621,0.9968684315681458,0.9986873269081116,201
FLUX.1-dev,cosine_mean,45,0.9966446205751219,0.9953650832176208,0.9979240298271179,201
FLUX.1-dev,cosine_mean,46,0.9947038794038308,0.9925143122673035,0.9967539310455322,201
FLUX.1-dev,cosine_mean,47,0.9914289632839943,0.9878627061843872,0.9946891665458679,201
FLUX.1-dev,cosine_mean,48,0.9839317291530211,0.9783875942230225,0.9892597794532776,201
FLUX.1-dev,cosine_mean,49,0.9698496256301652,0.9606106281280518,0.9784281849861145,201
Hi-Dream,cosine_mean,1,0.9365305250883103,0.8927284777164459,0.9795829653739929,200
Hi-Dream,cosine_mean,2,0.9025228002667427,0.8263055860996247,0.9724689364433289,200
Hi-Dream,cosine_mean,3,0.9206189399957657,0.8407910466194153,0.9778049111366272,200
Hi-Dream,cosine_mean,4,0.9380393540859222,0.850379878282547,0.9893098711967467,200
Hi-Dream,cosine_mean,5,0.9660334238409995,0.9219027876853944,0.9942585706710816,200
Hi-Dream,cosine_mean,6,0.9815803420543671,0.9571532905101776,0.9973726034164428,200
Hi-Dream,cosine_mean,7,0.9892558574676513,0.975172084569931,0.9983846783638001,200
Hi-Dream,cosine_mean,8,0.993987110555172,0.9856683850288391,0.9991341292858124,200
Hi-Dream,cosine_mean,9,0.9959907811880112,0.990134459733963,0.9993762791156768,200
Hi-Dream,cosine_mean,10,0.9974534982442855,0.9938607931137085,0.9995968222618102,200
Hi-Dream,cosine_mean,11,0.9980105778574944,0.9958193123340606,0.9996192693710326,200
Hi-Dream,cosine_mean,12,0.9984828615188599,0.9967583537101745,0.9996394753456116,200
Hi-Dream,cosine_mean,13,0.9989151951670646,0.9979364037513733,0.9997584819793701,200
Hi-Dream,cosine_mean,14,0.9991154885292053,0.9983993530273437,0.9998079419136048,200
Hi-Dream,cosine_mean,15,0.999200989305973,0.9985124886035919,0.999791830778122,200
Hi-Dream,cosine_mean,16,0.9993711644411087,0.9988372564315796,0.9998323738574981,200
Hi-Dream,cosine_mean,17,0.9994303202629089,0.9989491939544678,0.9998399496078492,200
Hi-Dream,cosine_mean,18,0.9995017689466477,0.9990055561065674,0.9998573184013367,200
Hi-Dream,cosine_mean,19,0.9995589712262154,0.9992065370082855,0.9998730063438415,200
Hi-Dream,cosine_mean,20,0.9995468655228614,0.9991594672203065,0.9998743236064911,200
Hi-Dream,cosine_mean,21,0.9996150061488152,0.9993163883686066,0.9998868644237519,200
Hi-Dream,cosine_mean,22,0.999654490351677,0.9993783235549927,0.999901819229126,200
Hi-Dream,cosine_mean,23,0.9996701261401176,0.999385553598404,0.999908721446991,200
Hi-Dream,cosine_mean,24,0.9996881794929504,0.9994386315345765,0.9998994052410126,200
Hi-Dream,cosine_mean,25,0.9996952921152115,0.9994325578212738,0.9998988091945648,200
Hi-Dream,cosine_mean,26,0.9995995536446571,0.9993363797664643,0.9998407244682311,200
Hi-Dream,cosine_mean,27,0.9996929705142975,0.9995008885860442,0.9998941779136657,200
Hi-Dream,cosine_mean,28,0.9997207668423652,0.9995091736316681,0.9999013006687164,200
Hi-Dream,cosine_mean,29,0.9996958345174789,0.9994770228862762,0.9998944640159607,200
Hi-Dream,cosine_mean,30,0.9996947821974754,0.9994499683380127,0.9998886525630951,200
Hi-Dream,cosine_mean,31,0.9997107315063477,0.9995048344135284,0.999888288974762,200
Hi-Dream,cosine_mean,32,0.999691617488861,0.9994671940803528,0.9998873591423035,200
Hi-Dream,cosine_mean,33,0.9996634528040886,0.9994462132453918,0.999857383966446,200
Hi-Dream,cosine_mean,34,0.9996396225690841,0.9994105041027068,0.9998443365097046,200
Hi-Dream,cosine_mean,35,0.9995943307876587,0.999329686164856,0.9998303174972535,200
Hi-Dream,cosine_mean,36,0.9995468610525131,0.9992551326751709,0.9997904181480408,200
Hi-Dream,cosine_mean,37,0.9994904190301895,0.9992019534111023,0.9997883617877961,200
Hi-Dream,cosine_mean,38,0.9994486880302429,0.9991349160671233,0.9997394919395447,200
Hi-Dream,cosine_mean,39,0.9992601302266121,0.9988628149032592,0.9996637940406798,200
Hi-Dream,cosine_mean,40,0.9989114698767662,0.9983531475067139,0.9994934558868408,200
Hi-Dream,cosine_mean,41,0.9987953585386277,0.9982151627540589,0.9994316160678863,200
Hi-Dream,cosine_mean,42,0.9980515271425248,0.9970054805278779,0.9990757703781128,200
Hi-Dream,cosine_mean,43,0.997540240585804,0.996275019645691,0.9988364100456237,200
Hi-Dream,cosine_mean,44,0.9955666157603263,0.9930114626884461,0.9979615449905395,200
Hi-Dream,cosine_mean,45,0.9934511044621468,0.9898612737655639,0.9970265507698058,200
Hi-Dream,cosine_mean,46,0.9900584653019905,0.9839900374412537,0.9953165888786315,200
Hi-Dream,cosine_mean,47,0.9850056317448616,0.9767604947090148,0.9928285121917725,200
Hi-Dream,cosine_mean,48,0.9777192193269729,0.9685467541217805,0.9886972606182098,200
Hi-Dream,cosine_mean,49,0.9520440068840981,0.9355768740177155,0.9726533949375152,200
Wan2.1,cosine_mean,1,0.9999879419803619,0.9999745666980743,0.9999958097934722,50
Wan2.1,cosine_mean,2,0.9999860775470734,0.9999743461608886,0.9999943614006043,50
Wan2.1,cosine_mean,3,0.9999858844280243,0.9999762773513794,0.9999931037425994,50
Wan2.1,cosine_mean,4,0.9999862134456634,0.9999808192253112,0.9999920427799225,50
Wan2.1,cosine_mean,5,0.999986445903778,0.999980765581131,0.9999921977519989,50
Wan2.1,cosine_mean,6,0.9999864101409912,0.999980127811432,0.9999914944171906,50
Wan2.1,cosine_mean,7,0.9999852919578552,0.9999778032302856,0.9999903857707977,50
Wan2.1,cosine_mean,8,0.9999842488765717,0.9999774396419525,0.9999897241592408,50
Wan2.1,cosine_mean,9,0.9999828135967255,0.9999754428863525,0.9999885618686676,50
Wan2.1,cosine_mean,10,0.9999808943271637,0.9999728262424469,0.9999871850013733,50
Wan2.1,cosine_mean,11,0.9999790370464325,0.9999700009822846,0.9999859869480133,50
Wan2.1,cosine_mean,12,0.9999765479564666,0.9999668478965759,0.9999843239784241,50
Wan2.1,cosine_mean,13,0.9999738430976868,0.9999631583690642,0.9999824166297913,50
Wan2.1,cosine_mean,14,0.999970885515213,0.9999588608741761,0.999980354309082,50
Wan2.1,cosine_mean,15,0.99996746301651,0.9999538242816925,0.9999777853488923,50
Wan2.1,cosine_mean,16,0.9999634385108948,0.9999480247497559,0.9999748885631562,50
Wan2.1,cosine_mean,17,0.9999588024616242,0.9999415934085846,0.9999716639518738,50
Wan2.1,cosine_mean,18,0.9999535107612609,0.9999338805675506,0.999967896938324,50
Wan2.1,cosine_mean,19,0.9999472272396087,0.9999251782894134,0.99996337890625,50
Wan2.1,cosine_mean,20,0.9999399411678315,0.9999148190021515,0.9999581754207612,50
Wan2.1,cosine_mean,21,0.9999315416812897,0.9999031364917755,0.9999520063400269,50
Wan2.1,cosine_mean,22,0.9999217557907104,0.9998892128467559,0.9999450325965882,50
Wan2.1,cosine_mean,23,0.9999095726013184,0.9998726785182952,0.9999361276626587,50
Wan2.1,cosine_mean,24,0.9998960900306701,0.9998534440994262,0.9999260663986206,50
Wan2.1,cosine_mean,25,0.9998788547515869,0.9998301446437836,0.9999134242534637,50
Wan2.1,cosine_mean,26,0.9998594319820404,0.9998035132884979,0.9998991191387177,50
Wan2.1,cosine_mean,27,0.9998350620269776,0.9997706353664398,0.9998807907104492,50
Wan2.1,cosine_mean,28,0.9998062598705292,0.999732381105423,0.9998589992523194,50
Wan2.1,cosine_mean,29,0.9997705793380738,0.9996855318546295,0.9998316586017608,50
Wan2.1,cosine_mean,30,0.9997280395030975,0.9996306836605071,0.9997986853122711,50
Wan2.1,cosine_mean,31,0.9996745765209198,0.9995631635189056,0.9997567892074585,50
Wan2.1,cosine_mean,32,0.99960942029953,0.9994825899600982,0.9997047126293183,50
Wan2.1,cosine_mean,33,0.9995283639431,0.9993844449520112,0.9996384799480438,50
Wan2.1,cosine_mean,34,0.9994286906719207,0.9992685675621032,0.9995553553104402,50
Wan2.1,cosine_mean,35,0.9993039083480835,0.9991274535655976,0.9994487345218659,50
Wan2.1,cosine_mean,36,0.9991479742527009,0.9989601969718933,0.9993103027343749,50
Wan2.1,cosine_mean,37,0.9989559030532837,0.9987634241580963,0.9991345167160034,50
Wan2.1,cosine_mean,38,0.9987154233455658,0.9985311448574067,0.9989006102085114,50
Wan2.1,cosine_mean,39,0.9984195017814637,0.9982634365558624,0.9985991001129151,50
Wan2.1,cosine_mean,40,0.9980599117279053,0.9979384481906891,0.9982089281082153,50
Wan2.1,cosine_mean,41,0.9976299273967743,0.9975529253482819,0.997722578048706,50
Wan2.1,cosine_mean,42,0.9971345555782318,0.9970263361930847,0.9972851932048798,50
Wan2.1,cosine_mean,43,0.9965823221206666,0.9963716208934784,0.9969708800315856,50
Wan2.1,cosine_mean,44,0.9960178291797638,0.9956287264823913,0.9967039465904235,50
Wan2.1,cosine_mean,45,0.995483318567276,0.9948710858821869,0.9964980006217956,50
Wan2.1,cosine_mean,46,0.9951022839546204,0.9942362785339355,0.9964108109474181,50
Wan2.1,cosine_mean,47,0.9949784421920777,0.9939848780632019,0.9964578092098236,50
Wan2.1,cosine_mean,48,0.9953436577320098,0.9942791402339936,0.9967115998268128,50
Wan2.1,cosine_mean,49,0.9960679090023041,0.9949742615222931,0.997080397605896,50
FLUX.1-dev,rel_l2_mean,1,0.3357658719097204,0.20050564408302307,0.5031964182853699,201
FLUX.1-dev,rel_l2_mean,2,0.2380599022949513,0.127271369099617,0.3560551106929779,201
FLUX.1-dev,rel_l2_mean,3,0.22428191505113051,0.1238127127289772,0.3310818672180176,201
FLUX.1-dev,rel_l2_mean,4,0.17412756075758246,0.09070120751857758,0.27603793144226074,201
FLUX.1-dev,rel_l2_mean,5,0.13152701769079736,0.0686473697423935,0.18599356710910797,201
FLUX.1-dev,rel_l2_mean,6,0.11592245841426636,0.05984333157539368,0.1777629405260086,201
FLUX.1-dev,rel_l2_mean,7,0.09727393040683732,0.04815143719315529,0.1509663164615631,201
FLUX.1-dev,rel_l2_mean,8,0.08072414181533441,0.04186924174427986,0.1299268752336502,201
FLUX.1-dev,rel_l2_mean,9,0.07074502003912013,0.03697063401341438,0.11113303154706955,201
FLUX.1-dev,rel_l2_mean,10,0.06472215062906196,0.03221435472369194,0.10318498313426971,201
FLUX.1-dev,rel_l2_mean,11,0.05891468308272943,0.028917592018842697,0.09466832876205444,201
FLUX.1-dev,rel_l2_mean,12,0.06351314407231202,0.04422827437520027,0.0859280526638031,201
FLUX.1-dev,rel_l2_mean,13,0.04687135782444952,0.023183928802609444,0.07248831540346146,201
FLUX.1-dev,rel_l2_mean,14,0.04396387025602718,0.022351780906319618,0.06809792667627335,201
FLUX.1-dev,rel_l2_mean,15,0.0422493483574681,0.023852312937378883,0.0624217726290226,201
FLUX.1-dev,rel_l2_mean,16,0.038455362149064816,0.02189929597079754,0.057693127542734146,201
FLUX.1-dev,rel_l2_mean,17,0.03819303474949663,0.023160912096500397,0.05537810176610947,201
FLUX.1-dev,rel_l2_mean,18,0.17723525044929922,0.13885168731212616,0.21290363371372223,201
FLUX.1-dev,rel_l2_mean,19,0.03744557904848708,0.0193782951682806,0.05713414028286934,201
FLUX.1-dev,rel_l2_mean,20,0.03579401636301582,0.017229434102773666,0.05524168163537979,201
FLUX.1-dev,rel_l2_mean,21,0.034276210828058755,0.01735668070614338,0.050514522939920425,201
FLUX.1-dev,rel_l2_mean,22,0.03477480351016741,0.01834254153072834,0.0528646856546402,201
FLUX.1-dev,rel_l2_mean,23,0.032554679110053164,0.018679937347769737,0.04829685762524605,201
FLUX.1-dev,rel_l2_mean,24,0.0328677813453016,0.01750936359167099,0.050035260617733,201
FLUX.1-dev,rel_l2_mean,25,0.0309539140846154,0.017359968274831772,0.04597945138812065,201
FLUX.1-dev,rel_l2_mean,26,0.03379199886462878,0.019494222477078438,0.04940653219819069,201
FLUX.1-dev,rel_l2_mean,27,0.031002605598030697,0.01571936160326004,0.046870291233062744,201
FLUX.1-dev,rel_l2_mean,28,0.03171642016230235,0.01692385971546173,0.0457911416888237,201
FLUX.1-dev,rel_l2_mean,29,0.03147214107604614,0.01625993475317955,0.04609282687306404,201
FLUX.1-dev,rel_l2_mean,30,0.03379973082047938,0.018748538568615913,0.05053047463297844,201
FLUX.1-dev,rel_l2_mean,31,0.03162313225813469,0.018202917650341988,0.04569954797625542,201
FLUX.1-dev,rel_l2_mean,32,0.03543042492547735,0.02070043608546257,0.050611112266778946,201
FLUX.1-dev,rel_l2_mean,33,0.03448748971284622,0.019740838557481766,0.04846343770623207,201
FLUX.1-dev,rel_l2_mean,34,0.03345354628837227,0.019037844613194466,0.046815093606710434,201
FLUX.1-dev,rel_l2_mean,35,0.03313462635437351,0.018925916403532028,0.046601053327322006,201
FLUX.1-dev,rel_l2_mean,36,0.03452204639064287,0.02060791477560997,0.047965046018362045,201
FLUX.1-dev,rel_l2_mean,37,0.03715291555359292,0.02349434606730938,0.05155967175960541,201
FLUX.1-dev,rel_l2_mean,38,0.03570586214055173,0.022903364151716232,0.048786696046590805,201
FLUX.1-dev,rel_l2_mean,39,0.03948079796498688,0.02615305222570896,0.05347220227122307,201
FLUX.1-dev,rel_l2_mean,40,0.04408453707004068,0.030324682593345642,0.05798889696598053,201
FLUX.1-dev,rel_l2_mean,41,0.04765960234981864,0.03403080999851227,0.06028863415122032,201
FLUX.1-dev,rel_l2_mean,42,0.05090372408022038,0.03775249421596527,0.06384894251823425,201
FLUX.1-dev,rel_l2_mean,43,0.05725162190880941,0.04344240203499794,0.07035987079143524,201
FLUX.1-dev,rel_l2_mean,44,0.06564344764126474,0.05124175548553467,0.07912008464336395,201
FLUX.1-dev,rel_l2_mean,45,0.08088798502191383,0.0644446536898613,0.09617075324058533,201
FLUX.1-dev,rel_l2_mean,46,0.10183964521434177,0.08067585527896881,0.122530996799469,201
FLUX.1-dev,rel_l2_mean,47,0.1295449086534443,0.10303331166505814,0.15596504509449005,201
FLUX.1-dev,rel_l2_mean,48,0.17783717473792793,0.14650999009609222,0.20841018855571747,201
FLUX.1-dev,rel_l2_mean,49,0.24225109296651623,0.20686426758766174,0.27859848737716675,201
Hi-Dream,rel_l2_mean,1,0.3805448592454195,0.21185871660709382,0.5470195889472961,200
Hi-Dream,rel_l2_mean,2,0.48658521976321933,0.23392134606838227,0.7598211646080016,200
Hi-Dream,rel_l2_mean,3,0.3671202750131488,0.20819588452577592,0.5394743204116821,200
Hi-Dream,rel_l2_mean,4,0.3167147857323289,0.1453673601150513,0.5522290706634521,200
Hi-Dream,rel_l2_mean,5,0.22357859261333943,0.1050047904253006,0.37670913040637966,200
Hi-Dream,rel_l2_mean,6,0.1630094481445849,0.0721052274107933,0.2746920228004455,200
Hi-Dream,rel_l2_mean,7,0.12412016361020506,0.057555867359042175,0.2083663672208786,200
Hi-Dream,rel_l2_mean,8,0.092804642803967,0.04130879044532776,0.15798912495374678,200
Hi-Dream,rel_l2_mean,9,0.07538276424631477,0.034929681569337845,0.13005322068929673,200
Hi-Dream,rel_l2_mean,10,0.06145919557660818,0.028238572925329206,0.10377202108502387,200
Hi-Dream,rel_l2_mean,11,0.05486733969300985,0.02807268165051937,0.08869674950838088,200
Hi-Dream,rel_l2_mean,12,0.048854087824001906,0.027657278999686244,0.07560060024261474,200
Hi-Dream,rel_l2_mean,13,0.04052363883703947,0.021794268302619456,0.06296686232089996,200
Hi-Dream,rel_l2_mean,14,0.036956568104214965,0.019597727805376053,0.05566057115793228,200
Hi-Dream,rel_l2_mean,15,0.03597291390877217,0.02044254504144192,0.05394116640090942,200
Hi-Dream,rel_l2_mean,16,0.03207032192964107,0.01828066557645798,0.04738407507538795,200
Hi-Dream,rel_l2_mean,17,0.030668917433358728,0.01791369616985321,0.045624418184161186,200
Hi-Dream,rel_l2_mean,18,0.028788093109615148,0.0168389780446887,0.04318236112594604,200
Hi-Dream,rel_l2_mean,19,0.027342883804813027,0.0159825274720788,0.039465228095650666,200
Hi-Dream,rel_l2_mean,20,0.027883441681042315,0.016206523403525352,0.04077222645282745,200
Hi-Dream,rel_l2_mean,21,0.025668950332328678,0.014975256938487292,0.03655703738331794,200
Hi-Dream,rel_l2_mean,22,0.024651694246567785,0.014081271551549436,0.03515718430280685,200
Hi-Dream,rel_l2_mean,23,0.023951941290870308,0.013549869414418936,0.034948460012674334,200
Hi-Dream,rel_l2_mean,24,0.023645152878016232,0.014328573271632193,0.03350997008383274,200
Hi-Dream,rel_l2_mean,25,0.023194107180461287,0.014280697889626028,0.0335464634001255,200
Hi-Dream,rel_l2_mean,26,0.02760921135544777,0.018859191983938216,0.03670757859945297,200
Hi-Dream,rel_l2_mean,27,0.02344230217859149,0.014898421242833138,0.03165595792233944,200
Hi-Dream,rel_l2_mean,28,0.02240665638819337,0.014091582968831062,0.03125703111290931,200
Hi-Dream,rel_l2_mean,29,0.023451438820920885,0.014636076427996159,0.03240277767181396,200
Hi-Dream,rel_l2_mean,30,0.023646419271826744,0.01516803316771984,0.03326684795320034,200
Hi-Dream,rel_l2_mean,31,0.023058540374040603,0.014961170218884946,0.03145882897078991,200
Hi-Dream,rel_l2_mean,32,0.023939799014478923,0.015037925727665423,0.03280809670686721,200
Hi-Dream,rel_l2_mean,33,0.025365648684091868,0.01733604669570923,0.03340693041682243,200
Hi-Dream,rel_l2_mean,34,0.02599711490795016,0.017663609609007837,0.03424057513475418,200
Hi-Dream,rel_l2_mean,35,0.02817323917988688,0.01918215900659561,0.03679394349455833,200
Hi-Dream,rel_l2_mean,36,0.029315294013358653,0.020604483783245087,0.03878909759223461,200
Hi-Dream,rel_l2_mean,37,0.031093581770546733,0.020590358600020408,0.040312604233622554,200
Hi-Dream,rel_l2_mean,38,0.03249654978513718,0.022835008427500726,0.04188957065343856,200
Hi-Dream,rel_l2_mean,39,0.037576243644580246,0.026120118610560895,0.04775710254907608,200
Hi-Dream,rel_l2_mean,40,0.046111701326444744,0.03236336596310139,0.05797811821103096,200
Hi-Dream,rel_l2_mean,41,0.04803385731764138,0.03374464213848114,0.059938042610883716,200
Hi-Dream,rel_l2_mean,42,0.06103586675599217,0.04334744922816753,0.07735806480050086,200
Hi-Dream,rel_l2_mean,43,0.0686010660417378,0.04830419421195984,0.08618060499429703,200
Hi-Dream,rel_l2_mean,44,0.09148363718762993,0.06387194842100144,0.11735911816358566,200
Hi-Dream,rel_l2_mean,45,0.11129254607483745,0.07706880643963814,0.14137915968894957,200
Hi-Dream,rel_l2_mean,46,0.13734087519347668,0.09668479114770889,0.17866867929697036,200
Hi-Dream,rel_l2_mean,47,0.16922114703804256,0.11959612891077996,0.21669641882181168,200
Hi-Dream,rel_l2_mean,48,0.20595987573266028,0.1503824010491371,0.25046783983707427,200
Hi-Dream,rel_l2_mean,49,0.3011573901027441,0.23267084807157515,0.35408160984516146,200
Wan2.1,rel_l2_mean,1,0.0062381846737116576,0.005025852937251329,0.008188460860401392,50
Wan2.1,rel_l2_mean,2,0.006719205230474472,0.005492452345788479,0.008344525750726462,50
Wan2.1,rel_l2_mean,3,0.006852073296904564,0.005819598212838173,0.008200426679104568,50
Wan2.1,rel_l2_mean,4,0.0069502505101263524,0.006120150256901979,0.007725316425785423,50
Wan2.1,rel_l2_mean,5,0.007012364016845823,0.006223222566768527,0.007823919970542192,50
Wan2.1,rel_l2_mean,6,0.007163035608828068,0.006477555911988019,0.00794778885319829,50
Wan2.1,rel_l2_mean,7,0.007430714108049869,0.006783715635538101,0.008327448833733797,50
Wan2.1,rel_l2_mean,8,0.0076997758261859416,0.007030285568907857,0.00847610989585519,50
Wan2.1,rel_l2_mean,9,0.008015096522867679,0.007361885532736779,0.008818394411355257,50
Wan2.1,rel_l2_mean,10,0.008384444992989301,0.007718267804011703,0.009207752719521522,50
Wan2.1,rel_l2_mean,11,0.008749383762478828,0.008039634861052037,0.009628610499203206,50
Wan2.1,rel_l2_mean,12,0.009176613632589578,0.00842265533283353,0.010063703730702402,50
Wan2.1,rel_l2_mean,13,0.00961937077343464,0.008831275533884764,0.010534983035176993,50
Wan2.1,rel_l2_mean,14,0.01008725555613637,0.00926485601812601,0.01104927333071828,50
Wan2.1,rel_l2_mean,15,0.010589323844760657,0.00974460607394576,0.011630428675562144,50
Wan2.1,rel_l2_mean,16,0.011135526858270168,0.010255465004593133,0.01223210394382477,50
Wan2.1,rel_l2_mean,17,0.011723451800644397,0.0108059317804873,0.012876146845519543,50
Wan2.1,rel_l2_mean,18,0.012354611717164517,0.011395151074975728,0.013575490564107895,50
Wan2.1,rel_l2_mean,19,0.013045553434640169,0.0120428086258471,0.014322875067591669,50
Wan2.1,rel_l2_mean,20,0.01379230223596096,0.012738268077373504,0.015136787574738266,50
Wan2.1,rel_l2_mean,21,0.014593916442245246,0.013491086196154356,0.01600650977343321,50
Wan2.1,rel_l2_mean,22,0.015463198740035296,0.014306065440177918,0.016964910179376604,50
Wan2.1,rel_l2_mean,23,0.016439108587801458,0.015216598380357028,0.018014713004231454,50
Wan2.1,rel_l2_mean,24,0.01746567718684673,0.01619167998433113,0.01914471331983805,50
Wan2.1,rel_l2_mean,25,0.018632968328893183,0.017277623899281024,0.020408021099865437,50
Wan2.1,rel_l2_mean,26,0.019872860908508302,0.018446284905076025,0.02174613103270531,50
Wan2.1,rel_l2_mean,27,0.021268167123198508,0.019754463247954844,0.023248777538537976,50
Wan2.1,rel_l2_mean,28,0.022789017595350743,0.021182051859796047,0.02486378848552704,50
Wan2.1,rel_l2_mean,29,0.024488395638763906,0.02278802338987589,0.0266811715438962,50
Wan2.1,rel_l2_mean,30,0.026349417977035047,0.02455222513526678,0.02863902933895588,50
Wan2.1,rel_l2_mean,31,0.02844595693051815,0.026543446443974973,0.030839260295033456,50
Wan2.1,rel_l2_mean,32,0.03076506607234478,0.02875814475119114,0.03324995115399361,50
Wan2.1,rel_l2_mean,33,0.03336528055369854,0.03126397915184498,0.03593738488852978,50
Wan2.1,rel_l2_mean,34,0.036258237212896345,0.03410793729126454,0.03887478485703468,50
Wan2.1,rel_l2_mean,35,0.03951565399765968,0.03732775487005711,0.0421602975577116,50
Wan2.1,rel_l2_mean,36,0.043178324550390244,0.04099169261753559,0.04577346444129944,50
Wan2.1,rel_l2_mean,37,0.04727355487644672,0.04515867158770562,0.04975511804223061,50
Wan2.1,rel_l2_mean,38,0.051899135410785675,0.04984721653163433,0.054189055040478704,50
Wan2.1,rel_l2_mean,39,0.05709430396556854,0.0552165612578392,0.059021084755659106,50
Wan2.1,rel_l2_mean,40,0.06290282011032104,0.06126241646707058,0.06448723301291466,50
Wan2.1,rel_l2_mean,41,0.06939734816551209,0.0682125337421894,0.07056116685271263,50
Wan2.1,rel_l2_mean,42,0.07655086323618888,0.07553242668509483,0.07733345329761504,50
Wan2.1,rel_l2_mean,43,0.08442794561386108,0.08315588235855102,0.08554964438080787,50
Wan2.1,rel_l2_mean,44,0.09286508485674858,0.090723667293787,0.09469849616289139,50
Wan2.1,rel_l2_mean,45,0.10186791107058525,0.09798428937792777,0.10476873889565468,50
Wan2.1,rel_l2_mean,46,0.11099067747592926,0.10536390170454979,0.11510482728481293,50
Wan2.1,rel_l2_mean,47,0.11992482721805572,0.11471003443002702,0.1253465324640274,50
Wan2.1,rel_l2_mean,48,0.1273165699839592,0.12028822675347328,0.13435639888048173,50
Wan2.1,rel_l2_mean,49,0.1320299106836319,0.12441527247428893,0.14217497408390045,50
